Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
0.1705,-0.0080,-0.8937,9.9000,1.1349,0.2777
0.6097,-0.1359,-0.7962,10.5429,1.5550,-0.2370
0.6667,-0.2443,-1.5108,10.7416,2.1081,-0.7542
0.2017,-0.0133,-1.6001,9.2033,3.0311,-0.8547
0.0344,-0.1031,-1.2420,9.4547,3.5721,-1.2510
-0.3515,-0.0402,-1.4336,8.3426,4.1480,-1.1720
-0.2987,0.0349,-1.3081,7.5932,4.7944,-1.1899
-0.8236,0.1138,-1.0725,7.0940,5.4133,-0.6644
-0.7629,0.0179,-0.8937,6.7828,5.9400,0.3256
-0.8431,0.2052,-0.9233,7.2245,6.1962,1.0104
-0.6416,0.3507,-0.9318,6.7708,6.3279,0.8882
-0.9310,0.2742,-1.0451,5.3343,6.9264,1.7095
-0.5116,0.6198,-0.7909,5.7796,6.9240,1.6927
-1.0856,0.1897,-0.5007,5.5294,7.3287,1.6999
-0.8399,0.5287,-0.8194,5.8203,7.2365,2.1356
-1.1887,0.5766,-0.7743,5.1200,7.1156,2.5019
-1.1775,0.6387,-0.5225,4.2377,7.1694,3.0622
-1.3302,0.6456,-0.4293,3.4105,6.7816,4.6364
-1.0083,0.5569,-0.2886,4.4772,6.5194,4.5885
-1.3411,0.6273,-0.3072,3.9229,6.2118,5.1248
-1.0259,0.1865,-0.5191,2.3762,5.7676,5.8981
-1.2383,0.4151,-0.2105,2.9090,5.1799,6.3063
-1.0621,-0.0682,0.0213,2.4553,4.6507,6.5529
-1.0198,0.1103,-0.0605,1.6640,4.8111,6.9731
-1.0517,0.2721,0.4999,3.7948,3.9564,7.4555
-0.6041,0.0935,-0.2705,2.5007,3.8020,6.7959
-0.7938,0.0298,-0.0602,2.3798,3.2394,6.8761
-1.0968,0.0373,0.0791,2.4169,3.2286,6.6499
-1.4887,-0.3123,-0.1077,2.3152,2.5510,7.9428
-1.0688,0.1780,0.1577,2.8539,1.7585,8.7604
-1.0261,-0.5415,-0.0290,2.0027,1.1839,8.1930
-0.8095,-0.1399,0.4735,3.3603,0.7290,8.8346
-0.9422,-0.3589,0.1244,3.1352,0.4405,7.8602
-1.4741,-0.1796,0.4242,2.7952,-0.1772,8.1977
-1.6353,-0.4900,0.6230,3.7493,-1.2115,8.2696
-1.3933,-0.3619,0.4890,2.7833,-2.3834,8.9435
-0.8807,-0.3800,1.2417,4.3718,-2.9521,8.8562
-0.7466,-0.6142,0.9659,4.2054,-3.0670,8.2217
-0.3730,-0.5534,1.0190,4.4484,-3.6392,8.2540
0.0085,-0.7133,1.2233,4.6938,-3.7577,7.7548
0.1026,-0.5828,0.8932,5.4731,-4.2162,8.0266
0.5247,-0.3182,0.5481,4.8878,-3.8834,7.3239
0.4237,0.0999,0.6861,4.6471,-4.0594,6.6822
0.3946,-0.3118,0.7189,3.7038,-3.7804,7.3634
0.5580,-0.4173,0.9324,5.0494,-3.7733,7.7752
0.6336,-0.3368,0.6251,5.1044,-3.5015,6.9264
0.9438,-0.3597,0.4823,4.7429,-3.5422,7.1467
0.8852,-0.3416,0.5311,4.7657,-3.0861,6.5398
0.2132,0.2398,0.4026,4.9967,-2.8503,7.5118
0.1641,0.1231,0.5793,4.8926,-2.7785,7.2101
