Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
-5.0926,-1.5748,2.1810,5.0913,-5.4887,6.8809
-3.1848,-0.1681,-1.6819,26.0429,-6.4392,38.6233
1.7792,1.3699,-4.2373,9.5624,-11.2695,39.2254
4.4262,1.5785,-3.4494,-2.3607,-8.5102,11.7460
3.8562,0.1756,-2.8274,-6.3279,-3.7481,-4.1635
1.1807,-0.4317,-1.5575,-5.5031,0.5148,-11.9219
-0.4058,-0.3142,-1.2025,-2.4553,1.6101,-8.4360
-1.6222,-0.5604,-1.0893,-4.5753,-0.1401,-7.9164
-2.6915,0.2617,0.0341,-8.0050,-3.1891,-5.9029
-5.5462,-1.7136,1.3520,-5.8658,-7.5381,-11.3186
-8.3579,-3.2743,2.8919,12.5755,-21.7765,24.8722
-0.9867,0.7202,-0.3264,11.6765,-19.9090,39.2254
1.5617,2.0419,0.7618,5.2325,-4.0618,22.1296
1.4413,-0.0450,-0.7568,4.4891,-2.4756,8.0421
1.1658,0.0901,-0.7725,-1.0690,-3.9181,6.1088
0.6696,0.2422,0.0011,-1.4676,-2.5247,2.7821
0.1388,-0.0512,0.2856,-0.4800,-1.7813,4.1444
-0.1679,-0.0951,0.5009,1.0056,-2.0470,6.1423
-0.3195,-0.0554,0.2793,2.2254,-2.5630,7.5118
-0.2465,0.0496,0.2105,1.5874,-2.6731,7.8171
-0.2462,0.0312,0.1556,1.7262,-2.8491,8.6886
-0.1279,0.0184,0.1649,1.1983,-2.8994,9.2847
-0.0064,0.1034,0.1689,1.5347,-2.7617,9.0285
0.0456,0.0139,0.1378,1.4892,-2.6324,8.6036
0.1151,0.0365,0.0544,1.6281,-2.7689,9.1818
0.2494,-0.0330,0.0943,0.6093,-3.0849,9.1351
0.3896,0.0735,0.2950,-0.0096,-3.4285,10.5070
0.7288,0.1444,0.5883,-0.6057,-3.0969,8.9783
0.6829,-0.2912,0.4285,0.1676,-2.9808,10.6410
0.9795,-0.0021,0.4922,-3.1819,-3.0670,11.4575
1.5298,0.3293,1.4930,-5.6611,-2.6779,10.7105
1.6888,0.3738,2.2849,-5.5079,-1.9968,7.8482
1.4272,0.4287,3.0990,-5.4779,-2.2553,3.6883
0.4799,0.6094,4.1699,-0.8667,-3.1615,4.1096
0.0506,0.7288,3.9114,3.1041,-2.7904,6.6619
-0.1140,1.3046,3.5405,5.7389,-2.4804,9.2703
-0.2766,0.6070,2.4456,6.4284,-2.0399,10.8050
0.1372,0.0456,1.6302,4.7752,-0.9924,10.3418
0.0933,-0.0330,1.3438,4.6699,-0.0048,9.1183
0.1700,-0.1071,0.5724,5.0685,1.3228,8.4515
0.2038,-0.0578,-0.1809,2.8922,1.1744,7.9930
0.0525,-0.0858,-0.2286,1.4054,1.3587,7.0246
-0.1458,-0.1535,-0.2393,0.2945,1.2857,7.6830
-0.1418,-0.0754,-0.1290,0.6416,1.1564,8.3366
-0.1479,-0.0994,-0.0346,0.5926,1.3096,8.5808
-0.0967,-0.0213,-0.0218,1.1169,1.6580,8.2588
-0.1210,0.0027,-0.1106,1.0882,1.6185,8.2863
-0.0917,0.0165,-0.1290,0.7458,1.3850,8.9807
-0.0626,0.0091,0.0421,0.4322,1.4234,8.4443
-0.0234,0.0464,0.0791,0.9960,1.5694,8.6634
-0.0016,0.0509,0.0679,1.2055,1.7334,8.4324
-0.0530,0.0354,0.0277,1.2749,1.8280,8.4013
-0.0155,0.0341,-0.0418,0.8631,1.6053,8.5126
0.0253,0.0256,0.0397,0.7254,1.6221,8.9974
0.0762,0.1047,0.0293,1.2605,1.7095,8.3689
0.0432,0.0525,-0.0152,1.2617,1.9513,7.8087
-0.0517,0.0426,-0.0445,1.0355,1.8675,7.9799
-0.1029,0.0434,-0.0384,0.7961,1.7837,8.2516
-0.1069,0.0389,0.0333,0.7470,1.6592,8.7568
-0.0453,0.0882,0.0709,1.0499,1.7885,8.9196
0.0056,0.1319,0.0080,0.8320,1.8435,7.9823
-0.1002,0.0861,0.0823,-0.4262,2.0458,5.8718
-0.8756,-1.3939,0.7621,-3.7757,0.7518,6.2477
-0.0109,-1.7978,3.3684,35.4893,-4.9213,34.7363
2.6694,0.3808,-6.8316,25.9148,-10.8816,21.0522
4.2130,-0.9276,-6.4159,-21.8196,-10.0413,-1.9920
-0.4887,-0.9819,-1.5511,-5.4803,-3.5279,-18.0463
-1.3691,-0.6009,-2.0342,-4.9285,-6.7014,-0.7997
-2.8376,-0.4205,-0.0626,-3.5937,-2.2960,-10.2304
-4.7726,-0.7424,0.6883,4.5370,-1.5754,5.5809
-4.0119,-1.2444,-1.6694,15.8676,-6.1687,27.0676
-0.8450,1.0224,-3.5994,8.0290,-8.7664,37.7398
2.5863,2.0209,-3.4440,-5.1236,-7.5441,25.4085
3.4808,0.9526,-1.9223,-5.6922,-2.9951,9.3410
3.0529,0.0528,-1.6467,-5.8119,-0.4094,1.1073
1.8250,-0.1340,-0.9888,-5.4636,2.2266,-6.4045
0.2014,-0.4157,0.0181,-4.2449,2.8347,-7.2484
-1.0224,0.2188,0.2225,-0.9565,-0.7949,-7.2856
-1.7642,0.7389,-0.1588,-0.1209,-6.0322,-15.6605
-6.7956,-1.4714,0.1412,-8.9783,-8.3187,-27.7344
-8.6584,-3.1229,2.7310,22.6946,-28.7161,39.2254
-0.8180,0.5537,-0.7839,11.4551,-22.1811,39.2254
2.1157,1.6718,-0.2553,2.4756,-1.3623,14.9913
1.5223,-0.2150,-0.1777,1.0678,-2.4062,10.4758
1.3257,0.3680,-0.3344,0.5339,-2.4325,3.3279
0.4365,0.1681,-0.1689,-2.0973,-2.2350,1.6664
-0.0136,0.0061,0.3512,-1.6197,-2.4253,5.9376
-0.2390,-0.1162,0.6598,0.5543,-2.0411,6.2752
-0.1092,0.2214,0.4716,3.4225,-2.1811,8.9352
-0.0730,0.1575,-0.0163,3.0993,-2.0267,8.3199
-0.1487,0.0594,-0.1825,0.9816,-2.2769,8.3246
-0.0493,0.0472,0.0211,0.4226,-2.2889,8.6024
-0.0386,0.1116,0.0893,0.8236,-2.1787,8.6910
0.0648,0.0597,0.0895,0.0970,-2.6133,9.8821
0.2646,0.2998,0.2817,-0.3579,-2.7857,10.1215
0.4735,0.0288,0.4791,-0.9685,-2.5139,9.9300
0.5492,-0.0962,0.5249,-0.7817,-2.1763,10.7679
0.7096,0.0141,0.5454,-1.3467,-2.0231,11.1929
1.1034,-0.2963,0.5423,-4.5981,-1.8890,11.6107
1.4432,0.1159,1.5823,-8.3929,-2.3511,8.2744
1.2644,0.4810,3.0108,-7.1874,-2.9963,6.7361
0.9246,0.3238,3.8376,-4.3455,-3.5003,5.5952
0.4394,0.6851,4.2386,1.9022,-3.7781,5.2469
-0.1639,0.7402,3.9825,3.8367,-3.4405,6.8977
-0.3507,0.4146,3.1227,9.6714,-3.7026,9.5804
0.2212,0.1188,1.8924,7.3430,-2.1117,11.9794
0.3856,0.1884,1.3225,5.5845,-0.3328,7.6411
0.1340,0.2787,0.6241,6.1746,0.7434,7.5573
0.1039,0.0949,-0.0767,2.5235,0.9924,7.8374
0.0637,0.0458,-0.1839,0.8392,1.1025,8.1307
0.0258,-0.0029,-0.0943,0.7470,1.1756,8.1259
-0.0061,0.0445,0.0624,0.2370,1.2222,8.1678
-0.0815,-0.0290,0.2566,1.2306,1.8531,7.4543
-0.1681,-0.0085,0.0522,1.4808,1.9836,8.4204
-0.0951,-0.0056,-0.0322,1.0451,1.9094,8.1499
-0.1026,0.0157,-0.0352,1.1720,1.7346,8.4228
-0.0983,0.0080,-0.1095,0.7985,1.6520,8.4791
-0.1372,-0.0149,0.0189,0.4992,1.6281,8.0433
-0.1815,-0.0485,0.0139,0.7590,1.5886,8.8131
-0.0858,0.0592,0.0450,1.1073,1.5957,8.6167
-0.0850,0.0024,0.0962,0.7925,1.5227,7.9033
-0.3421,0.1849,0.1180,1.0870,1.7178,5.9999
-1.0637,-0.7051,0.3557,0.7733,0.7063,7.6363
-0.2633,-0.3794,1.3787,25.7856,-2.0853,28.5377
2.4714,-0.2481,-5.3335,19.2542,-7.7237,25.4575
4.1789,-1.3483,-5.8949,-12.9514,-9.9359,3.9648
0.7975,-0.9038,-1.7624,-9.9611,-1.5071,-13.7212
-0.7613,-0.2041,-1.3827,0.2286,-2.5510,5.2086
-0.5308,-0.8692,-1.4064,-0.1317,0.0275,-4.8004
-2.5618,-0.3477,-0.6432,-1.9776,0.1113,-8.2696
-5.1982,-2.0771,0.4951,-3.3279,-2.7258,-7.3753
-5.4225,-2.0582,1.5399,22.9245,-8.7185,35.7622
-0.7104,0.7293,-3.5855,23.6344,-14.8153,39.2254
3.7156,2.4674,-4.5765,-4.1551,-15.4641,29.5540
4.0923,0.4666,-2.0086,-5.9699,-6.0346,4.8147
2.9958,0.2795,-1.3318,-7.4113,-1.2163,-9.0621
1.1890,-0.1631,-0.3978,-5.6922,2.2146,-9.7193
-0.4229,0.4106,0.3656,-3.0299,2.8647,-11.3162
-1.9764,0.2166,0.7597,-0.8092,0.8284,-6.7050
-2.5538,1.6790,0.3016,-1.9776,-2.5845,-3.3184
-3.5424,1.6014,1.0333,-1.3767,-6.9587,-2.8946
-6.4793,-1.3483,-0.2129,-2.0327,-10.7452,-2.6276
-5.2179,-1.6228,0.2936,18.3013,-18.3204,39.2254
0.2651,1.6292,-0.5593,0.7290,-11.7998,34.9266
1.4629,0.4844,-0.1415,-2.5750,-5.0206,15.3373
1.3515,-0.2012,0.1868,0.5854,-4.3754,6.7708
0.9614,0.0274,0.1732,-0.0287,-2.8264,2.3020
0.1553,-0.3728,0.1729,0.6333,-2.4888,3.6452
-0.0416,-0.1132,0.1271,1.7945,-3.1819,6.7588
0.1140,0.2966,0.1514,1.4641,-3.3208,8.0385
0.1364,0.1487,0.0424,1.5502,-3.1627,8.2025
0.1023,0.2017,0.0522,1.0834,-2.8455,7.5286
0.0266,0.1943,0.0346,1.2378,-2.4241,7.6710
0.0128,0.0946,0.0258,1.0080,-2.4983,8.4036
0.0232,0.0096,-0.0179,1.0977,-2.3894,8.6550
0.1199,-0.0093,0.0019,0.4561,-2.5450,9.2380
0.1972,0.0125,0.1026,0.4800,-2.4672,8.4839
0.2470,0.0203,0.1055,0.2358,-2.4110,8.8023
0.2292,-0.0538,0.1692,0.3472,-2.3128,8.2959
0.2747,0.0035,0.1332,0.2215,-2.3391,8.9136
0.3544,-0.0434,0.1745,-0.7542,-2.2446,9.3063
0.4708,-0.2707,0.3461,-2.8060,-2.5642,10.7955
0.8924,-0.1673,0.9174,-6.8007,-3.1436,12.5145
1.2137,0.2614,2.0579,-6.5134,-2.2996,9.7791
0.9289,-0.2209,2.8578,-4.8339,-2.3260,6.5170
0.7469,-0.1569,3.3481,0.1760,-2.7964,6.8307
0.3637,0.3248,3.3436,2.2230,-2.7450,6.2860
0.1871,0.6547,2.7286,3.8355,-2.4433,8.1965
0.1633,0.6014,2.5253,3.2058,-2.2386,7.2808
-0.2731,0.2830,2.1882,5.7533,-2.2230,9.1159
0.1311,0.0754,1.5511,4.6843,-1.7609,10.1251
0.2729,-0.1399,1.0525,4.5705,-0.9469,8.1846
0.2585,-0.2894,0.4671,4.5837,-0.2873,7.5106
0.1772,-0.1553,0.0274,3.4872,0.4609,6.9587
-0.0093,-0.1159,-0.2230,1.5455,0.4190,7.0054
-0.1543,0.0021,-0.1719,1.2354,0.4824,7.8302
-0.1588,0.0810,-0.1721,1.0714,0.6632,8.3498
-0.1799,-0.0139,-0.0882,0.3388,1.0259,8.8214
-0.1050,-0.0269,0.0237,0.1652,0.8475,8.8717
-0.0834,-0.0634,0.1250,0.8739,0.7266,8.3749
-0.0834,0.0029,0.1314,1.5203,0.7961,7.8099
-0.2577,-0.0605,0.0248,1.1253,0.7649,7.5741
-0.3651,0.0088,0.1127,0.9002,0.6740,7.8087
-0.3869,0.0370,0.1159,0.7626,0.2023,7.8793
-0.7759,-0.1106,0.4986,-0.1460,0.5399,5.8694
-1.2252,-0.4138,1.6441,11.9387,-3.2118,24.4771
2.0909,0.7927,-2.1272,28.1774,-6.9396,33.3788
4.9290,-0.6792,-5.6149,1.1241,-13.8098,17.4358
4.1128,-1.3819,-4.0553,-8.4994,-6.5206,-17.6764
-1.1943,-1.4317,-1.7451,-10.6973,-5.3606,-15.9226
-1.9684,-1.3944,-0.0554,-3.3962,-4.1575,-5.0075
-3.9468,-0.7448,0.7562,-0.3065,-3.5326,-8.3977
-5.2794,-1.4813,1.2934,10.0030,-5.0458,9.0956
-3.6487,-1.0325,-2.2018,26.9467,-9.9048,39.2254
1.4093,2.9234,-4.4902,6.6092,-13.6374,39.2254
4.5395,2.2092,-3.2492,-4.2389,-8.9304,17.9601
4.2229,0.9761,-2.3942,-6.1375,-2.6707,-2.2350
2.0001,-0.1156,-1.2422,-6.5769,1.6783,-12.3792
-0.0458,-0.4876,-0.4109,-5.2876,1.6568,-9.2512
-1.4847,-0.4221,0.2912,-3.1232,-0.9290,-7.9966
-2.3254,0.6238,1.1226,-1.5299,-4.7573,-2.2087
-2.7347,1.9345,1.2241,1.9393,-5.6300,-2.0638
-4.0329,2.0800,0.1330,2.4660,-3.7517,-8.1283
-8.3563,-3.1032,-1.3808,5.2912,-13.2950,13.2328
-2.2732,-0.7613,-0.5686,10.3920,-23.2657,39.2254
1.6265,2.8397,-0.2366,-2.1428,-6.2596,15.2247
1.1679,-0.3973,0.0778,-0.3926,-4.7776,11.6370
0.9816,0.0168,0.3224,0.8140,-4.3574,3.6188
0.4650,-0.1956,0.2739,-0.7123,-3.9863,4.1396
0.2459,-0.1716,0.3813,1.3767,-3.9720,5.9711
0.1596,-0.0109,0.2665,1.9525,-3.5889,6.7289
0.1186,0.0666,-0.0282,2.1560,-3.4010,7.3574
0.1388,0.2038,-0.0797,0.5914,-3.4333,7.3873
0.0935,0.1612,0.0008,0.0790,-3.0143,7.6160
-0.0085,0.0581,0.0978,0.0742,-2.6935,7.5393
-0.0528,0.0549,0.1095,0.9170,-2.8072,8.3402
0.0165,-0.0232,0.0690,0.3196,-3.1867,9.1447
0.1295,-0.0266,0.1202,0.3436,-3.0131,9.1004
0.2121,-0.0504,0.1647,0.4537,-2.8156,8.7137
0.1913,-0.1162,0.1282,0.6297,-2.7665,8.3653
0.2262,-0.0858,0.1817,-0.0599,-2.7054,7.9356
0.1596,-0.3011,0.1234,-0.9948,-3.0909,9.5828
0.4466,-0.4652,0.5481,-5.0362,-3.3423,10.8589
0.8599,-0.4141,1.4573,-7.0461,-3.2896,11.4120
1.1293,-0.2627,2.5767,-4.8423,-3.3794,9.1087
0.8673,-0.2180,2.7725,-1.1061,-3.2992,8.5497
0.8037,0.3445,2.7256,0.9038,-2.8778,7.9847
0.5164,0.4959,2.5309,2.6169,-2.9449,9.2213
0.7520,0.4293,2.3129,1.1911,-3.4010,8.7724
0.6885,0.3856,2.5290,4.5681,-2.5534,7.6902
0.2614,0.0152,1.8346,1.9908,-0.8547,3.5853
-0.2260,-0.3581,1.4221,2.7270,-0.7997,6.7481
-0.4639,-0.4239,0.9617,4.3060,-0.3711,5.1930
-0.4948,-0.2915,0.7197,3.2238,-2.0111,11.0014
0.1407,0.0594,0.4042,3.2836,-2.0099,10.4184
0.1745,-0.1015,0.4002,1.7310,-0.4836,7.7141
0.1212,-0.1553,0.3928,1.0127,-0.1844,7.7321
-0.0866,-0.1191,0.3853,2.7031,0.5423,7.7680
-0.0469,-0.0354,0.0775,2.1691,0.4681,7.9284
-0.0882,-0.0568,-0.0080,1.9620,0.3950,8.6503
