Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
-3.5594,0.8620,-2.8519,39.2254,-13.4913,29.9874
-3.0851,0.8367,-4.9205,-7.5525,-13.4351,27.9332
-0.7610,0.1255,-1.4847,-3.8044,-4.7669,14.0169
-0.2038,0.2265,0.9848,-6.0669,-5.9149,16.1812
0.9635,0.2425,1.2020,6.9025,-4.7645,7.3131
0.4740,0.4759,0.4668,5.5737,-4.0402,2.8347
0.1090,0.1756,0.3541,6.1304,-5.2361,5.3079
0.0786,0.3693,0.2308,4.7716,-5.3319,6.4081
0.0717,0.1439,0.1924,4.2928,-4.5226,5.5486
-0.1540,0.3160,0.1250,4.5418,-4.4173,6.3243
-0.0957,0.2278,-0.0557,4.1348,-4.9943,7.4172
0.1183,0.1013,0.1103,3.4357,-5.0829,9.1004
0.6451,0.3275,0.2230,4.8626,-4.7345,9.9707
1.1103,-0.0946,-0.0789,5.7724,-4.0977,9.6941
1.2281,0.0807,-0.5521,6.2429,-3.3399,8.8190
1.2052,0.4439,-0.9774,3.7086,-3.1161,8.6287
1.2806,1.0118,-0.6374,1.3862,-3.2382,7.9523
0.9630,1.0738,-0.0448,1.8184,-2.4972,3.9636
0.2587,0.5668,0.0717,2.2134,-1.6508,5.0003
0.0512,0.3560,0.1966,3.3136,-1.0930,5.8119
-0.1927,0.3397,-0.1260,3.5506,-1.3659,7.5657
-0.0853,0.2864,-0.2038,1.6364,-1.7561,8.7257
-0.1215,0.3336,0.1013,1.1325,-1.5036,6.3877
-1.0845,0.7192,1.1040,1.7466,-1.0714,3.7649
-1.4831,0.8148,0.6491,29.5133,-4.4760,20.5434
1.6683,-1.7483,-5.8686,11.9159,-9.7971,33.5655
4.4720,0.5737,-5.2725,-10.2244,-16.8743,34.6704
6.6032,2.4944,-1.4855,-15.0428,-18.1181,10.4567
5.9597,3.4334,0.7341,-14.6848,-10.9331,-17.3580
0.1585,2.9849,2.0704,-16.0052,-11.4706,-39.2266
-5.6935,-0.0514,7.1047,-2.8060,-33.9522,-23.6954
-8.7314,-0.6901,7.0882,38.6723,-39.2266,-8.7783
-8.7314,1.1061,-0.8727,39.2254,-31.0109,17.2957
-3.7246,2.0488,-3.5021,-35.2558,-31.9650,39.2254
0.1495,0.7123,1.5375,3.2609,-2.0195,14.4334
1.7587,-0.2334,0.1434,12.8688,-2.4074,1.8112
-0.1066,0.1053,-0.6190,4.0642,-3.6057,2.2194
0.1492,-0.5119,-0.6632,4.2581,-5.0637,7.0617
-0.1191,0.1532,-0.4154,0.8523,-5.4875,7.5753
0.2206,0.0842,-0.0296,2.7138,-5.1834,7.9859
0.1644,0.0570,0.0536,2.6552,-4.3814,5.7557
0.0250,0.3376,0.1945,4.2485,-4.0618,6.4727
0.0280,0.1815,-0.0730,3.8966,-4.3491,6.9408
-0.0653,0.3054,0.0959,3.5434,-4.3838,7.3107
0.0597,0.0741,0.0410,3.2058,-4.4807,9.4607
0.4594,0.1580,0.3200,3.2010,-4.2234,10.4016
0.5441,0.5750,0.4591,3.7002,-3.8618,11.5903
1.4016,0.8231,0.2374,3.8798,-4.2186,13.2292
2.3643,0.3011,-0.0192,4.1216,-3.7266,5.7377
0.8335,0.6528,-0.4021,5.6252,-2.1572,0.6321
0.3349,0.6720,-0.5044,2.2314,-2.0435,6.2237
0.3816,0.1540,-0.4612,1.7645,-1.6771,5.3259
-0.1591,0.2073,-0.3285,1.3384,-1.7011,5.5150
-0.4796,0.1303,-0.1561,0.6261,-1.9920,7.4998
-0.4271,0.2838,0.1575,0.8452,-1.8316,8.5090
-0.5740,0.3352,0.6384,1.3276,-0.8906,7.3370
-1.4200,1.3987,1.6686,20.0766,-1.1839,14.4622
1.0946,-1.7360,-5.2794,24.2796,-9.7205,39.2254
6.6530,0.3989,-7.0682,-7.1898,-28.9220,39.2254
7.6363,3.8352,-0.9622,-19.3164,-22.2098,0.2933
4.3385,3.0491,1.5140,-5.8814,-9.1638,-19.3200
0.9875,1.8988,0.0341,-10.3884,-7.2161,-36.2422
-5.0052,0.3954,4.8541,-19.2207,-22.6216,-21.8555
-6.3008,-2.5343,7.4295,7.4555,-37.8679,-9.5158
-8.4898,0.8929,8.0314,39.2254,-37.1161,8.1798
-4.1307,2.0603,-6.9917,39.2254,-28.5006,7.7393
-8.7314,-0.3765,-8.2238,-37.1867,-39.2266,39.2027
2.6105,-0.1511,2.1829,-5.5031,-14.1773,39.2254
1.4586,0.8521,2.6676,12.5193,-2.4936,5.8598
1.7080,0.6262,-0.2457,18.1504,-4.4029,-0.7183
0.3557,0.2574,-1.0416,0.4226,-5.3343,0.3136
-0.1404,0.3768,0.0053,2.0590,-6.1483,7.6531
0.1026,0.1258,0.2825,2.1656,-4.6184,7.0809
0.0600,0.4309,0.3789,4.5598,-3.9289,6.6571
-0.0842,0.4261,0.0107,3.6643,-4.0031,5.2098
-0.2731,0.5002,0.1418,2.4493,-4.9967,8.0601
0.0352,0.4900,0.2001,3.7505,-4.8315,9.9802
0.5593,0.2475,0.1194,3.9995,-4.1922,11.7148
1.1748,0.2982,-0.0845,4.0498,-3.9504,10.5153
1.6057,0.1346,-0.1372,2.5666,-3.1460,8.0290
1.1250,0.5140,0.1119,2.5738,-2.3774,3.5494
0.2230,0.4594,0.0067,2.9580,-2.1656,5.0135
0.2523,0.2654,0.1074,1.9154,-2.6228,7.0413
-0.0208,0.1993,0.0954,2.9772,-2.4924,7.4208
0.0184,0.1982,0.0637,2.1201,-2.3667,8.1738
-0.0874,0.2753,0.1631,2.0375,-1.8028,6.7157
-0.8852,1.7701,0.9142,0.6871,-1.5933,2.3870
-2.5948,0.4234,1.5132,18.4892,-4.1120,15.6473
0.4024,-1.5889,-3.7052,20.5614,-10.5010,33.1046
3.1360,-2.5644,-6.0125,5.1344,-15.3804,39.2254
6.7292,1.0293,-4.1363,-13.3405,-20.2573,22.6563
7.2326,2.8048,-1.2742,-8.2995,-17.0874,2.6851
5.4409,3.9327,-0.9161,-5.3726,-12.2380,-18.8352
0.6206,2.5506,1.2918,-21.2749,-12.7096,-32.7874
-4.5341,0.4141,7.3235,-4.8542,-27.1634,-23.4368
-8.7314,0.8276,7.2480,35.4629,-39.2266,-20.3423
-8.7314,0.2835,-0.7272,39.2254,-36.9665,29.2404
-8.7314,1.2393,-6.3645,-5.4432,-35.5072,39.2254
1.3630,1.3933,1.3630,-4.0785,-7.8231,33.7798
1.9212,0.6715,1.2694,9.2584,-1.0355,4.6783
0.5636,0.3866,-0.1601,9.8246,-2.3511,0.1628
0.0370,0.2150,-0.5939,2.3403,-4.1420,2.9197
-0.4874,0.4535,0.0051,1.7442,-4.9763,7.2197
-0.1340,0.2161,0.3003,1.8423,-4.8638,8.3139
-0.0472,0.3589,0.5561,4.9488,-4.0187,6.8055
-0.0440,0.4229,-0.0352,4.8961,-3.5745,6.1770
-0.2851,0.4032,-0.1106,2.9580,-4.0785,7.0677
-0.0584,0.4370,0.1242,3.7110,-4.6831,12.0476
0.7690,0.2236,-0.0203,3.1184,-4.1025,11.3401
1.1088,-0.0338,-0.0658,3.9397,-3.1987,9.7743
1.0547,0.4386,-0.2864,3.1017,-2.9245,8.6048
